study_ID,companion_Type,score,combo,event_Type,event_Actuator,event_Receiver,time_Seconds
0,0,257,3,MISS,COMPANION,COMPANION_ENEMY,35
0,0,281,3,HIT,PLAYER,PLAYER_ENEMY,35
0,0,305,3,MISS,PLAYER,PLAYER_ENEMY,35
0,0,305,3,HIT,COMPANION,COMPANION_ENEMY,35
0,0,305,3,HIT,COMPANION,COMPANION_ENEMY,35
0,0,350,3,MISS,PLAYER,PLAYER_ENEMY,36
0,0,350,3,HIT,COMPANION,COMPANION_ENEMY,36
0,0,350,3,HIT,COMPANION,COMPANION_ENEMY,36
0,0,350,0,HIT,COMPANION,COMPANION_ENEMY,36
0,0,350,0,HIT,PLAYER,PLAYER_ENEMY,36
0,0,350,0,MISS,PLAYER,PLAYER_ENEMY,36
0,0,350,0,HIT,COMPANION,COMPANION_ENEMY,36
0,0,350,0,HIT,PLAYER,PLAYER_ENEMY,36
0,0,350,1,HIT_KILL,COMPANION,COMPANION_ENEMY,37
0,0,350,2,HIT_KILL,PLAYER,PLAYER_ENEMY,37
0,0,350,2,MISS,PLAYER,PLAYER_ENEMY,37
0,0,350,2,BUFF,COMPANION,PLAYER_ENEMY,37
0,0,350,3,HIT_KILL,COMPANION,COMPANION_ENEMY,38
0,0,380,4,HIT_KILL,COMPANION,COMPANION_ENEMY,38
0,0,380,4,HIT,PLAYER,PLAYER_ENEMY,38
0,0,424,4,HIT,PLAYER,PLAYER_ENEMY,39
0,0,424,4,MISS,PLAYER,PLAYER_ENEMY,39
0,0,424,4,HIT,COMPANION,COMPANION_ENEMY,39
0,0,424,5,HIT_KILL,PLAYER,PLAYER_ENEMY,39
0,0,499,5,HIT,COMPANION,COMPANION_ENEMY,40
0,0,499,5,HIT,PLAYER,PLAYER_ENEMY,40
0,0,549,5,HIT,PLAYER,PLAYER_ENEMY,40
0,0,549,6,HIT_KILL,COMPANION,COMPANION_ENEMY,40
0,0,579,6,HIT,PLAYER,PLAYER_ENEMY,41
0,0,609,7,HIT_KILL,PLAYER,PLAYER_ENEMY,41
0,0,609,7,MISS,PLAYER,PLAYER_ENEMY,42
0,0,651,7,HIT,COMPANION,COMPANION_ENEMY,42
0,0,651,8,HIT_KILL,PLAYER,PLAYER_ENEMY,42
0,0,731,8,HIT,COMPANION,COMPANION_ENEMY,43
0,0,731,8,NERF,PLAYER,COMPANION_ENEMY,43
0,0,811,8,MISS,PLAYER,PLAYER_ENEMY,44
0,0,811,9,HIT_KILL,COMPANION,COMPANION_ENEMY,44
0,0,811,9,HIT,COMPANION,COMPANION_ENEMY,44
0,0,811,10,HIT_KILL,COMPANION,COMPANION_ENEMY,45
0,0,811,10,HIT,PLAYER,PLAYER_ENEMY,45
0,0,811,10,HIT,COMPANION,COMPANION_ENEMY,45
0,0,871,11,HIT_KILL,COMPANION,COMPANION_ENEMY,46
0,0,871,11,HIT,PLAYER,PLAYER_ENEMY,46
0,0,871,11,MISS,PLAYER,PLAYER_ENEMY,46
0,0,871,11,HIT,COMPANION,COMPANION_ENEMY,46
0,0,904,12,HIT_KILL,COMPANION,COMPANION_ENEMY,47
0,0,904,12,MISS,PLAYER,PLAYER_ENEMY,47
0,0,904,12,BUFF,COMPANION,COMPANION_ENEMY,47
0,0,940,12,MISS,PLAYER,PLAYER_ENEMY,48
0,0,940,12,HIT,PLAYER,PLAYER_ENEMY,48
0,0,940,12,MISS,PLAYER,PLAYER_ENEMY,48
0,0,940,12,HIT,COMPANION,COMPANION_ENEMY,49
0,0,976,12,HIT,PLAYER,PLAYER_ENEMY,49
0,0,976,0,HIT,COMPANION,COMPANION_ENEMY,49
0,0,976,0,HIT,PLAYER,PLAYER_ENEMY,49
0,0,976,0,MISS,PLAYER,PLAYER_ENEMY,49
0,0,976,0,HIT,COMPANION,COMPANION_ENEMY,49
0,0,976,1,HIT_KILL,PLAYER,PLAYER_ENEMY,50
0,0,976,1,HIT,COMPANION,COMPANION_ENEMY,50
0,0,976,1,SEC_ATTACK,COMPANION,COMPANION_ENEMY,50
0,0,976,2,HIT_KILL,COMPANION,COMPANION_ENEMY,50
0,0,976,2,HIT,PLAYER,PLAYER_ENEMY,50
0,0,976,2,MISS,PLAYER,PLAYER_ENEMY,50
0,0,976,3,HIT_KILL,PLAYER,PLAYER_ENEMY,51
0,0,976,3,MISS,PLAYER,PLAYER_ENEMY,51
0,0,994,3,MISS,PLAYER,PLAYER_ENEMY,51
0,0,1042,3,MISS,PLAYER,PLAYER_ENEMY,52
0,0,1042,3,HIT,COMPANION,COMPANION_ENEMY,52
0,0,1042,0,MISS,PLAYER,PLAYER_ENEMY,53
0,0,1042,0,HIT,COMPANION,COMPANION_ENEMY,53
0,0,1042,0,HIT,PLAYER,PLAYER_ENEMY,53
0,0,1042,1,HIT_KILL,PLAYER,PLAYER_ENEMY,53
0,0,1042,2,HIT_KILL,COMPANION,COMPANION_ENEMY,54
0,0,1042,2,HIT,PLAYER,PLAYER_ENEMY,54
0,0,1042,3,HIT_KILL,PLAYER,PLAYER_ENEMY,55
0,0,1042,3,MISS,COMPANION,COMPANION_ENEMY,55
0,0,1060,3,HIT,PLAYER,PLAYER_ENEMY,55
0,0,1078,3,HIT,COMPANION,COMPANION_ENEMY,55
0,0,1078,3,MISS,COMPANION,COMPANION_ENEMY,55
0,0,1078,3,HIT,PLAYER,PLAYER_ENEMY,56
0,0,1078,3,MISS,PLAYER,PLAYER_ENEMY,56
0,0,1078,4,HIT_KILL,COMPANION,COMPANION_ENEMY,56
0,0,1078,4,MISS,PLAYER,PLAYER_ENEMY,56
0,0,1102,4,HIT,PLAYER,PLAYER_ENEMY,56
0,0,1102,4,HIT,PLAYER,PLAYER_ENEMY,56
0,0,1102,4,HIT,COMPANION,COMPANION_ENEMY,56
0,0,1102,4,MISS,PLAYER,PLAYER_ENEMY,57
0,0,1102,4,BUFF,COMPANION,COMPANION_ENEMY,57
0,0,1102,5,HIT_KILL,PLAYER,PLAYER_ENEMY,57
0,0,1102,5,HIT,COMPANION,COMPANION_ENEMY,57
0,0,1102,5,MISS,PLAYER,PLAYER_ENEMY,57
0,0,1102,5,HIT,COMPANION,COMPANION_ENEMY,57
0,0,1132,5,HIT,PLAYER,PLAYER_ENEMY,58
0,0,1132,6,HIT_KILL,COMPANION,COMPANION_ENEMY,58
0,0,1132,6,MISS,COMPANION,COMPANION_ENEMY,58
0,0,1132,7,HIT_KILL,PLAYER,PLAYER_ENEMY,58
0,0,1174,7,HIT,COMPANION,COMPANION_ENEMY,59
0,0,1216,7,HIT,COMPANION,COMPANION_ENEMY,59
0,0,1258,7,HIT,COMPANION,COMPANION_ENEMY,60
0,0,1258,0,HIT,PLAYER,PLAYER_ENEMY,60
0,0,1258,0,MISS,PLAYER,PLAYER_ENEMY,60
0,0,1258,1,HIT_KILL,COMPANION,COMPANION_ENEMY,61
0,0,1258,1,HIT,PLAYER,PLAYER_ENEMY,61
0,0,1258,2,HIT_KILL,PLAYER,PLAYER_ENEMY,62
0,0,1258,2,HIT,PLAYER,PLAYER_ENEMY,62
0,0,1258,2,HIT,COMPANION,COMPANION_ENEMY,62
0,0,1258,2,HIT,PLAYER,PLAYER_ENEMY,62
0,0,1278,3,HIT_KILL,PLAYER,PLAYER_ENEMY,63
0,0,1278,3,MISS,PLAYER,PLAYER_ENEMY,63
0,0,1278,4,HIT_KILL,COMPANION,COMPANION_ENEMY,63
0,0,1278,4,MISS,PLAYER,PLAYER_ENEMY,63
0,0,1302,4,MISS,PLAYER,PLAYER_ENEMY,64
0,0,1302,4,HIT,COMPANION,COMPANION_ENEMY,64
0,0,1302,4,HIT,PLAYER,PLAYER_ENEMY,64
0,0,1366,4,HIT,COMPANION,COMPANION_ENEMY,65
0,0,1366,0,HIT,PLAYER,PLAYER_ENEMY,65
0,0,1366,0,HIT,COMPANION,COMPANION_ENEMY,65
0,0,1366,0,MISS,PLAYER,PLAYER_ENEMY,66
0,0,1366,1,HIT_KILL,PLAYER,PLAYER_ENEMY,66
0,0,1366,1,HIT,COMPANION,COMPANION_ENEMY,66
0,0,1366,1,HIT,PLAYER,PLAYER_ENEMY,66
0,0,1366,1,BUFF,COMPANION,PLAYER_ENEMY,66
0,0,1366,1,HIT,COMPANION,COMPANION_ENEMY,66
0,0,1366,1,MISS,COMPANION,COMPANION_ENEMY,67
0,0,1366,2,HIT_KILL,COMPANION,COMPANION_ENEMY,67
0,0,1378,2,HIT,PLAYER,PLAYER_ENEMY,68
0,0,1378,2,MISS,PLAYER,PLAYER_ENEMY,68
0,0,1378,3,HIT_KILL,PLAYER,PLAYER_ENEMY,68
0,0,1378,3,HIT,PLAYER,PLAYER_ENEMY,68
0,0,1378,3,HIT,PLAYER,PLAYER_ENEMY,68
0,0,1378,3,MISS,PLAYER,PLAYER_ENEMY,69
0,0,1378,4,HIT_KILL,COMPANION,COMPANION_ENEMY,69
0,0,1402,4,HIT,PLAYER,PLAYER_ENEMY,69
0,0,1402,4,HIT,PLAYER,PLAYER_ENEMY,69
0,0,1402,4,HIT,COMPANION,COMPANION_ENEMY,70
0,0,1426,4,HIT,PLAYER,PLAYER_ENEMY,70
0,0,1426,4,HIT,PLAYER,PLAYER_ENEMY,70
0,0,1426,4,HIT,COMPANION,COMPANION_ENEMY,70
0,0,1426,4,MISS,PLAYER,PLAYER_ENEMY,70
0,0,1466,5,HIT_KILL,PLAYER,PLAYER_ENEMY,71
0,0,1466,5,HIT,COMPANION,COMPANION_ENEMY,71
0,0,1466,5,MISS,PLAYER,PLAYER_ENEMY,71
0,0,1466,5,HIT,PLAYER,PLAYER_ENEMY,71
0,0,1466,5,HIT,PLAYER,PLAYER_ENEMY,71
0,0,1466,5,HIT,PLAYER,PLAYER_ENEMY,72
0,0,1466,5,MISS,COMPANION,COMPANION_ENEMY,72
0,0,1491,5,HIT,PLAYER,PLAYER_ENEMY,72
0,0,1516,0,MISS,PLAYER,PLAYER_ENEMY,73
0,0,1516,1,HIT_KILL,PLAYER,PLAYER_ENEMY,73
0,0,1516,1,HIT,COMPANION,COMPANION_ENEMY,74
0,0,1516,1,HIT,PLAYER,PLAYER_ENEMY,74
0,0,1516,1,HIT,PLAYER,PLAYER_ENEMY,74
0,0,1516,1,HIT,PLAYER,PLAYER_ENEMY,74
0,0,1516,1,HIT,COMPANION,COMPANION_ENEMY,74
0,0,1526,2,HIT_KILL,PLAYER,PLAYER_ENEMY,75
0,0,1526,2,HIT,COMPANION,COMPANION_ENEMY,75
0,0,1526,2,MISS,COMPANION,COMPANION_ENEMY,75
0,0,1526,2,HIT,PLAYER,PLAYER_ENEMY,75
0,0,1526,2,HIT,PLAYER,PLAYER_ENEMY,75
0,0,1526,2,HIT,PLAYER,PLAYER_ENEMY,75
0,0,1526,3,HIT_KILL,COMPANION,COMPANION_ENEMY,76
0,0,1526,3,MISS,COMPANION,COMPANION_ENEMY,76
0,0,1526,3,HIT,PLAYER,PLAYER_ENEMY,76
0,0,1526,3,BUFF,COMPANION,COMPANION_ENEMY,76
0,0,1526,3,HIT,COMPANION,COMPANION_ENEMY,76
0,0,1556,3,HIT,PLAYER,PLAYER_ENEMY,76
0,0,1556,4,HIT_KILL,PLAYER,PLAYER_ENEMY,77
0,0,1556,4,MISS,COMPANION,COMPANION_ENEMY,77
0,0,1556,4,HIT,PLAYER,PLAYER_ENEMY,77
0,0,1556,5,HIT_KILL,COMPANION,COMPANION_ENEMY,77
0,0,1601,5,MISS,COMPANION,COMPANION_ENEMY,77
0,0,1606,6,HIT_KILL,PLAYER,PLAYER_ENEMY,78
0,0,1642,6,HIT,COMPANION,COMPANION_ENEMY,78
0,0,1678,6,HIT,COMPANION,COMPANION_ENEMY,79
0,0,1714,0,HIT,PLAYER,PLAYER_ENEMY,79
0,0,1714,0,HIT,COMPANION,COMPANION_ENEMY,80
0,0,1714,0,HIT,PLAYER,PLAYER_ENEMY,80
0,0,1714,0,HIT,PLAYER,PLAYER_ENEMY,81
0,0,1714,0,HIT,COMPANION,COMPANION_ENEMY,81
0,0,1714,0,HIT,PLAYER,PLAYER_ENEMY,81
0,0,1714,0,HIT,PLAYER,PLAYER_ENEMY,81
0,0,1714,1,HIT_KILL,PLAYER,PLAYER_ENEMY,82
0,0,1714,1,HIT,COMPANION,COMPANION_ENEMY,82
0,0,1714,2,HIT_KILL,COMPANION,COMPANION_ENEMY,82
0,0,1714,2,HIT,PLAYER,PLAYER_ENEMY,82
0,0,1714,2,HIT,PLAYER,PLAYER_ENEMY,82
0,0,1714,2,MISS,PLAYER,PLAYER_ENEMY,82
0,0,1714,2,HIT,PLAYER,PLAYER_ENEMY,83
0,0,1714,2,MISS,PLAYER,PLAYER_ENEMY,83
0,0,1720,2,HIT,COMPANION,COMPANION_ENEMY,83
0,0,1724,2,HIT,COMPANION,COMPANION_ENEMY,83
0,0,1726,2,MISS,PLAYER,PLAYER_ENEMY,83
0,0,1726,2,HIT,COMPANION,COMPANION_ENEMY,83
0,0,1726,2,HIT,COMPANION,COMPANION_ENEMY,83
0,0,1726,2,HIT,PLAYER,PLAYER_ENEMY,83
0,0,1726,3,HIT_KILL,PLAYER,PLAYER_ENEMY,84
0,0,1756,4,HIT_KILL,COMPANION,COMPANION_ENEMY,84
0,0,1756,4,HIT,PLAYER,PLAYER_ENEMY,84
0,0,1756,4,HIT,COMPANION,COMPANION_ENEMY,85
0,0,1756,4,HIT,PLAYER,PLAYER_ENEMY,85
0,0,1756,4,HIT,COMPANION,COMPANION_ENEMY,85
0,0,1780,4,HIT,PLAYER,PLAYER_ENEMY,86
0,0,1780,4,HIT,PLAYER,PLAYER_ENEMY,86
0,0,1820,4,BUFF,COMPANION,COMPANION_ENEMY,86
0,0,1820,5,HIT_KILL,COMPANION,COMPANION_ENEMY,86
0,0,1820,5,HIT,PLAYER,PLAYER_ENEMY,86
0,0,1820,6,HIT_KILL,PLAYER,PLAYER_ENEMY,87
0,0,1820,7,HIT_KILL,COMPANION,COMPANION_ENEMY,88
0,0,1862,7,HIT,COMPANION,COMPANION_ENEMY,88
0,0,1862,8,HIT_KILL,PLAYER,PLAYER_ENEMY,88
0,0,1862,8,HIT,PLAYER,PLAYER_ENEMY,89
0,0,1862,8,HIT,COMPANION,COMPANION_ENEMY,89
0,0,1910,8,HIT,COMPANION,COMPANION_ENEMY,89
0,0,1910,8,HIT,COMPANION,COMPANION_ENEMY,89
0,0,1910,8,HIT,COMPANION,COMPANION_ENEMY,89
0,0,1974,8,HIT,COMPANION,COMPANION_ENEMY,89
0,0,2030,8,HIT,COMPANION,COMPANION_ENEMY,89
0,0,2030,8,HIT,PLAYER,PLAYER_ENEMY,90
0,0,2030,8,HIT,COMPANION,COMPANION_ENEMY,90
0,0,2030,8,MISS,COMPANION,COMPANION_ENEMY,90
0,0,2030,8,HIT,COMPANION,COMPANION_ENEMY,90
0,0,2030,8,HIT,COMPANION,COMPANION_ENEMY,90
0,0,2030,9,HIT_KILL,PLAYER,PLAYER_ENEMY,90
0,0,2030,9,HIT,COMPANION,COMPANION_ENEMY,90
0,0,2120,9,HIT,COMPANION,COMPANION_ENEMY,90
0,0,2120,9,HIT,COMPANION,COMPANION_ENEMY,90
0,0,2120,9,HIT,COMPANION,COMPANION_ENEMY,90
0,0,2120,9,HIT,PLAYER,PLAYER_ENEMY,91
0,0,2120,9,HIT,COMPANION,COMPANION_ENEMY,91
0,0,2120,9,MISS,PLAYER,PLAYER_ENEMY,91
0,0,2120,9,HIT,PLAYER,PLAYER_ENEMY,91
0,0,2120,9,HIT,COMPANION,COMPANION_ENEMY,91
0,0,2174,1,HIT_KILL,PLAYER,PLAYER_ENEMY,92
0,0,2174,1,HIT,COMPANION,COMPANION_ENEMY,92
0,0,2174,1,MISS,PLAYER,PLAYER_ENEMY,92
0,0,2174,2,HIT_KILL,PLAYER,PLAYER_ENEMY,92
0,0,2174,2,HIT,COMPANION,COMPANION_ENEMY,92
0,0,2174,3,HIT_KILL,COMPANION,COMPANION_ENEMY,93
0,0,2192,4,HIT_KILL,PLAYER,PLAYER_ENEMY,94
0,0,2192,4,HIT,COMPANION,COMPANION_ENEMY,94
0,0,2216,5,HIT_KILL,COMPANION,COMPANION_ENEMY,94
0,0,2216,5,HIT,PLAYER,PLAYER_ENEMY,94
0,0,2216,5,MISS,PLAYER,PLAYER_ENEMY,95
0,0,2231,5,HIT,COMPANION,COMPANION_ENEMY,95
0,0,2266,5,HIT,COMPANION,COMPANION_ENEMY,95
0,0,2266,5,HIT,COMPANION,COMPANION_ENEMY,95
0,0,2281,6,HIT_KILL,PLAYER,PLAYER_ENEMY,95
0,0,2299,6,HIT,COMPANION,COMPANION_ENEMY,96
0,0,2299,6,BUFF,COMPANION,COMPANION_ENEMY,96
0,0,2299,6,HIT,COMPANION,COMPANION_ENEMY,96
0,0,2299,6,HIT,COMPANION,COMPANION_ENEMY,96
0,0,2389,6,HIT,COMPANION,COMPANION_ENEMY,96
0,0,2389,6,HIT,COMPANION,COMPANION_ENEMY,96
0,0,2389,6,HIT,COMPANION,COMPANION_ENEMY,96
0,0,2389,6,HIT,COMPANION,COMPANION_ENEMY,96
0,0,2389,6,HIT,PLAYER,PLAYER_ENEMY,97
0,0,2389,6,HIT,COMPANION,COMPANION_ENEMY,97
0,0,2389,6,MISS,PLAYER,PLAYER_ENEMY,97
0,0,2425,0,MISS,PLAYER,PLAYER_ENEMY,97
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,97
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,PLAYER,PLAYER_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,98
0,0,2425,0,HIT,PLAYER,PLAYER_ENEMY,99
0,0,2425,0,HIT,COMPANION,COMPANION_ENEMY,99
0,0,2425,0,MISS,PLAYER,PLAYER_ENEMY,99
0,0,2425,1,HIT_KILL,PLAYER,PLAYER_ENEMY,99
0,0,2425,1,HIT,COMPANION,COMPANION_ENEMY,99
0,0,2425,1,MISS,PLAYER,PLAYER_ENEMY,100
0,0,2425,1,HIT,COMPANION,COMPANION_ENEMY,100
0,0,2425,1,MISS,PLAYER,PLAYER_ENEMY,100
0,0,2425,2,HIT_KILL,COMPANION,COMPANION_ENEMY,101
0,0,2437,2,MISS,PLAYER,PLAYER_ENEMY,101
0,0,2437,2,HIT,COMPANION,COMPANION_ENEMY,101
0,0,2437,2,HIT,COMPANION,COMPANION_ENEMY,101
0,0,2437,2,HIT,PLAYER,PLAYER_ENEMY,102
0,0,2437,2,HIT,COMPANION,COMPANION_ENEMY,102
0,0,2437,2,HIT,COMPANION,COMPANION_ENEMY,102
0,0,2437,2,MISS,PLAYER,PLAYER_ENEMY,102
0,0,2437,2,HIT,COMPANION,COMPANION_ENEMY,102
0,0,2437,2,HIT,PLAYER,PLAYER_ENEMY,102
0,0,2441,2,HIT,COMPANION,COMPANION_ENEMY,102
0,0,2441,2,HIT,COMPANION,COMPANION_ENEMY,102
0,0,2447,2,HIT,COMPANION,COMPANION_ENEMY,103
0,0,2457,2,HIT,COMPANION,COMPANION_ENEMY,103
0,0,2457,2,HIT,PLAYER,PLAYER_ENEMY,103
0,0,2457,0,HIT,COMPANION,COMPANION_ENEMY,103
0,0,2457,0,HIT,COMPANION,COMPANION_ENEMY,103
0,0,2457,0,HIT,COMPANION,COMPANION_ENEMY,103
0,0,2457,0,HIT,COMPANION,COMPANION_ENEMY,103
0,0,2457,0,HIT,PLAYER,PLAYER_ENEMY,103
0,0,2457,0,HIT,COMPANION,COMPANION_ENEMY,103
0,0,2457,0,SEC_ATTACK,COMPANION,COMPANION_ENEMY,104
0,0,2457,0,MISS,PLAYER,PLAYER_ENEMY,104
0,0,2457,0,HIT,COMPANION,COMPANION_ENEMY,104
0,0,2457,1,HIT_KILL,PLAYER,PLAYER_ENEMY,104
0,0,2457,2,HIT_KILL,COMPANION,COMPANION_ENEMY,104
0,0,2457,2,HIT,COMPANION,COMPANION_ENEMY,104
0,0,2457,3,HIT_KILL,COMPANION,COMPANION_ENEMY,104
0,0,2457,4,HIT_KILL,COMPANION,COMPANION_ENEMY,104
